"nom_fashionjobs","offres_annuaire","fiche_fashionjobs","statut_couverture","type_acteur","methode_rapprochement","company_ids","companies","ambiguite_plusieurs_fiches","offres_base_monde","offres_base_france","offres_base_source_directe_france","offres_directes_sans_pays","ecart_base_direct_fr_moins_annuaire","comparaison_certifiee","domaines_base","sources_catalogue","sources_directes_actives","portails_groupe","statut_recherche","liens_carriere_candidats_non_certifies","sites_candidats_lus","portail_revu","preuve_identite_ou_portail","qualification_documentee","ats_revu","prochaine_action"
"ESTÉE LAUDER COMPANIES FRANCE","42","https://fr.fashionjobs.com/recrutement/estee-lauder-companies-france.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","A_QUALIFIER","REGLE_CANONIQUE_CANDIDATE","cmtkdvuwf1rvenf2bk6p3g02y","Estée Lauder Companies","NON","414","11","11","0","-31","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","elcompanies.com","estee-lauder-companies:ACTIVE","estee-lauder-companies","","CAREER_LINKS_OBSERVED_REVIEW_REQUIRED","https://elcompanies.com/#mobinav-section-careers-level2 | https://www.elcompanies.com/en/careers | https://www.elcompanies.com/en/careers/retail-jobs | https://www.elcompanies.com/en/careers/corporate-jobs | https://www.elcompanies.com/en/careers/supply-chain-jobs | https://www.elcompanies.com/en/careers/research-and-development-jobs | https://www.elcompanies.com/en/careers/technology-jobs | https://www.elcompanies.com/en/careers/brand-jobs | https://www.elcompanies.com/en/careers/why-work-here | https://www.elcompanies.com/en/careers/students | https://www.elcompanies.com/en/careers/why-work-here/benefits | https://www.elcompanies.com/en/careers/students/internships | https://www.elcompanies.com/en/careers/students/full-time-programs | https://careers.elcompanies.com/careers | https://careers.elcompanies.com/careers/join?domain=elcompanies.com | https://careers.elcompanies.com/careers/settings | https://careers.elcompanies.com/careers/job/1168274633754 | https://careers.elcompanies.com/careers/job/1168275396976 | https://careers.elcompanies.com/careers/job/1168274968490 | https://careers.elcompanies.com/careers/job/1168274265778 | https://careers.elcompanies.com/careers/job/1168274329088 | https://careers.elcompanies.com/careers/job/1168274266071 | https://careers.elcompanies.com/careers/job/1168274881219 | https://careers.elcompanies.com/careers/job/1168273968070 | https://careers.elcompanies.com/careers/job/1168274763334 | https://careers.elcompanies.com/careers/job/1168274753160 | https://careers.elcompanies.com/careers/apply?pid=1168274633754 | https://www.elcompanies.com/en/careers#mobinav-section-careers-level2 | https://www.elcompanies.com/en/careers#mainContent | https://www.elcompanies.com/en/careers#mmenu | https://www.elcompanies.com/es/careers | https://www.elcompanies.com/fr/careers | https://www.elcompanies.com/ja-jp/careers | https://www.elcompanies.com/en-gb/careers | https://www.facebook.com/sharer.php?u=https://www.elcompanies.com/en/careers | https://twitter.com/home/?status=https://www.elcompanies.com/en/careers | https://www.elcompanies.com/en/careers#MainForm | https://www.elcompanies.com/en/careers/retail-jobs#mobinav-section-careers-level2 | https://www.elcompanies.com/en/careers/retail-jobs#mainContent | https://www.elcompanies.com/en/careers/retail-jobs#mmenu | https://www.elcompanies.com/es/careers/retail-jobs | https://www.elcompanies.com/fr/careers/retail-jobs | https://www.elcompanies.com/ja-jp/careers/retail-jobs | https://www.elcompanies.com/en-gb/careers/retail-jobs | https://careers.elcompanies.com/careers?&Department=Sales | https://www.facebook.com/sharer.php?u=https://www.elcompanies.com/en/careers/retail-jobs | https://twitter.com/home/?status=https://www.elcompanies.com/en/careers/retail-jobs | https://www.elcompanies.com/en/careers/retail-jobs#MainForm","https://elcompanies.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Certifier identité, attribution et complétude de la source existante"
"CALZEDONIA","41","https://fr.fashionjobs.com/recrutement/calzedonia.html","PORTAIL_GROUPE_CATALOGUE_ATTRIBUTION_A_VERIFIER","ENSEIGNE","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","oniverse:ACTIVE","oniverse","oniverse","CAREER_LINKS_OBSERVED_REVIEW_REQUIRED","https://www.oniverse.it/en/the-group/careers","https://www.calzedonia.com/fr/","https://careers.oniverse.it/fr-FR/home","https://www.oniverse.it/en/careers/join-oniverse","MARQUES_ET_PORTAIL_GROUPE_CONFIRMES","Portail Oniverse; moteur à qualifier","Réutiliser oniverse et ses filtres de marque officiels; mesurer chaque enseigne en France. Ne pas attribuer tout le groupe à chacune."
"MAISON 1-2-3","40","https://fr.fashionjobs.com/recrutement/maison-1-2-3.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtk1xyja02asnv2b2cq1izbi","Maison 123","NON","59","40","40","0","0","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","maison123.com","maison-123:ACTIVE","maison-123","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Certifier identité, attribution et complétude de la source existante"
"MAISON 123","40","https://fr.fashionjobs.com/recrutement/maison-123.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtk1xyja02asnv2b2cq1izbi","Maison 123","NON","59","40","40","0","0","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","maison123.com","maison-123:ACTIVE","maison-123","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Certifier identité, attribution et complétude de la source existante"
"H&M GROUP","39","https://fr.fashionjobs.com/recrutement/h-m-group.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtp46ok11vbvqq4zlowazudi","H&M Group","NON","1761","52","52","0","13","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","hmgroup.com","hm-group:ACTIVE","hm-group","","CAREER_LINKS_OBSERVED_REVIEW_REQUIRED","https://hmgroup.com/career/ | https://career.hm.com/ | https://career.cos.com/ | https://careers.smartrecruiters.com/HMGroup/weekday | https://careers.smartrecruiters.com/HMGroup/monki | https://careers.smartrecruiters.com/HMGroup/other-stories | https://careers.smartrecruiters.com/HMGroup/arket | https://singular-society.com/pages/careers | https://career.sellpy.se/ | https://hmgroup.com/career/h-m-incentive-program/","https://hmgroup.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Certifier identité, attribution et complétude de la source existante"
"GUESS","33","https://fr.fashionjobs.com/recrutement/guess.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvwzj1sk4nf2bc9qilm0t","GUESS","NON","1","1","0","0","-33","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","guess.com","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","https://www.guess.eu/en-fr/career-page.html","https://guess.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"HERMES","33","https://fr.fashionjobs.com/recrutement/hermes.html","SOURCE_CATALOGUEE_SANS_DIRECT_ACTIF","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtjwf5mi0a6rld2b52mvdmlg","Hermès","NON","650","439","0","0","-33","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","hermes.com","hermes:PAUSED","","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"LEVI'S","32","https://fr.fashionjobs.com/recrutement/levi-s.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtn7s1lr1rosqq5liqmue7z6","Levi's","NON","1321","34","34","0","2","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","levi.com","levis:ACTIVE","levis","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Certifier identité, attribution et complétude de la source existante"
"PETIT BATEAU","32","https://fr.fashionjobs.com/recrutement/petit-bateau.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtk1xrp9020anv2bx7tlltw0","PETIT BATEAU","NON","56","46","46","0","14","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","petit-bateau.com","petit-bateau:ACTIVE","petit-bateau","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Certifier identité, attribution et complétude de la source existante"
"UNDIZ","32","https://fr.fashionjobs.com/recrutement/undiz.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtlyl72q0brzqf5kvz8u8x0t","Undiz","NON","48","32","32","0","0","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","undiz.com","undiz:ACTIVE","undiz","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Certifier identité, attribution et complétude de la source existante"
"UNIQLO","32","https://fr.fashionjobs.com/recrutement/uniqlo.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtptzpyj02cil35mltt03knh","UNIQLO","NON","41","5","5","0","-27","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","uniqlo.com","uniqlo-headquarters:ACTIVE | uniqlo-graduates:ACTIVE | uniqlo-stores:ACTIVE","uniqlo-headquarters | uniqlo-graduates | uniqlo-stores","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","https://www.fastretailing.com/employment/en/","https://uniqlo.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Certifier identité, attribution et complétude de la source existante"
"INTIMISSIMI","31","https://fr.fashionjobs.com/recrutement/intimissimi.html","PORTAIL_GROUPE_CATALOGUE_ATTRIBUTION_A_VERIFIER","ENSEIGNE","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","oniverse:ACTIVE","oniverse","oniverse","NO_CAREER_LINK_FOUND_ON_PAGES_READ","https://www.calzedoniagroup.com/en/the-group/careers","https://www.intimissimi.com/world/","https://careers.oniverse.it/fr-FR/home","https://www.oniverse.it/en/careers/join-oniverse","MARQUES_ET_PORTAIL_GROUPE_CONFIRMES","Portail Oniverse; moteur à qualifier","Réutiliser oniverse et ses filtres de marque officiels; mesurer chaque enseigne en France. Ne pas attribuer tout le groupe à chacune."
"SKECHERS","31","https://fr.fashionjobs.com/recrutement/skechers.html","AUCUN_RAPPROCHEMENT_ETABLI","ENSEIGNE","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","CAREER_LINKS_OBSERVED_REVIEW_REQUIRED","http://careers.skechers.com/fr/fr | https://careers.skechers.com/fr/fr/home | https://careers.skechers.com/fr/fr/retail-careers | https://careers.skechers.com/fr/fr/corporate-careers | https://careers.skechers.com/fr/fr/distribution-center-careers | https://careers.skechers.com/fr/fr/search-results | https://careers.skechers.com/fr/fr/emailpersonalinfo","https://www.skechers.fr/","https://careers.skechers.com/fr/fr/","https://www.skechers.fr/ | https://careers.skechers.com/fr/fr/","PORTAIL_SUR_DOMAINE_OFFICIEL_CONFIRME","Phenom détecté; configuration et flux à valider","Valider le flux et les filtres France, puis dossier source et activation contrôlée."
"GROUPE CHANTELLE","29","https://fr.fashionjobs.com/recrutement/groupe-chantelle.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtke332p010plp2b807b00bh","Groupe Chantelle","NON","38","22","22","16","-7","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","groupechantelle.com","groupe-chantelle:ACTIVE","groupe-chantelle","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Certifier identité, attribution et complétude de la source existante"
"MODELOR COUTURE","29","https://fr.fashionjobs.com/recrutement/modelor-couture.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtp8689s3rhiqq4zkjut95yo","MODELOR COUTURE","NON","8","8","0","0","-29","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","modelor.fr","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","https://recrutement.modelor.fr/ | https://modelor.nous-recrutons.fr/ | https://mahola.nous-recrutons.fr/ | http://modelor.nous-recrutons.fr/","https://modelor.fr/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"PERCASSI","29","https://fr.fashionjobs.com/recrutement/percassi.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvyol1t39nf2bydq6zztr","PERCASSI","NON","8","8","0","0","-29","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","percassi.com","","","","CAREER_LINKS_OBSERVED_REVIEW_REQUIRED","https://www.percassi.com/lavora-con-noi/ | https://www.percassi.com/jobs/ | https://www.percassi.com/jobs/stage-buying-replenishment/ | https://www.percassi.com/jobs/stage-maintenance/ | https://www.percassi.com/jobs/it-corporate-solution-specialist-hr-systems/ | https://www.percassi.com/jobs/bi-specialist/ | https://www.percassi.com/jobs/sales-assistant-athlete-nike-ermou/ | https://www.percassi.com/jobs/new-opening-barista-cat-prot-l-68-99-starbucks-vicolungo-the-style-outlets/ | https://www.percassi.com/jobs/new-opening-barista-stage-starbucks-vicolungo-the-style-outlets/ | https://www.percassi.com/jobs/new-opening-barista-starbucks-vicolungo-the-style-outlets/ | https://www.percassi.com/jobs/sales-assistant-stage-saint-laurent-verona/ | https://www.percassi.com/jobs/sales-associate-victorias-secret-firenze-via-calzaiuoli/ | https://www.percassi.com/jobs/sales-associate-stage-victorias-secret-firenze-via-calzaiuoli/ | https://www.percassi.com/jobs/new-opening-sales-associate-stage-victorias-secret-catania-c-c-centro-sicilia/ | https://www.percassi.com/jobs/?paged=2 | https://www.percassi.com/jobs/?paged=3 | https://www.percassi.com/jobs/?paged=52","https://www.percassi.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"SUNGLASS HUT FRANCE","29","https://fr.fashionjobs.com/recrutement/sunglass-hut-france.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","REGLE_CANONIQUE_CANDIDATE","cmtkdvyob1t35nf2bp92av46f","SUNGLASS HUT","NON","3","3","0","0","-29","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","sunglasshut.com","","","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"APM MONACO","28","https://fr.fashionjobs.com/recrutement/apm-monaco.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtk1yo9b04j7nv2bvtd8huil","APM MONACO","NON","100","14","12","0","-16","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","apm.mc","apm-monaco:ACTIVE","apm-monaco","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://www.apm.mc/fr","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Certifier identité, attribution et complétude de la source existante"
"BOMPARD","26","https://fr.fashionjobs.com/recrutement/bompard.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","MAISON","NOM_ALIAS_ET_DECISION_DOCUMENTEE","cmtkdvvsi1s76nf2bi5afj7va","ERIC BOMPARD","NON","35","32","32","0","6","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","eric-bompard.com","eric-bompard:ACTIVE","eric-bompard","","ATS_HINT_REVIEW_REQUIRED","https://careers.smartrecruiters.com/ERICBOMPARD","https://www.eric-bompard.com/","https://careers.smartrecruiters.com/ERICBOMPARD","https://www.eric-bompard.com/ | https://careers.smartrecruiters.com/ERICBOMPARD","ALIAS_ET_LIEN_OFFICIEL_CONFIRMES","SmartRecruiters","Réutiliser la source eric-bompard; enregistrer l’alias après revue, mesurer la couverture France et la complétude."
"DEPECH'MODE","26","https://fr.fashionjobs.com/recrutement/depech-mode.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvuio1rpbnf2bltfbynz2","DEPECH'MODE","NON","6","6","0","0","-26","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","depechmode-paris.com","","","","CAREER_LINKS_OBSERVED_REVIEW_REQUIRED","https://www.depechmode-paris.com/fashion-jobs/ | https://www.depechmode-paris.com/new-pop-up-contact/","https://www.depechmode-paris.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"SWAROVSKI","26","https://fr.fashionjobs.com/recrutement/swarovski.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtp3skie1djoqq4z8560r3vp","Swarovski","NON","196","31","31","0","5","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","swarovski.com","swarovski:ACTIVE","swarovski","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Certifier identité, attribution et complétude de la source existante"
"AUBADE","25","https://fr.fashionjobs.com/recrutement/aubade.html","SOURCE_CATALOGUEE_SANS_DIRECT_ACTIF","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtk1xdjg0176nv2b70ayaadr","AUBADE","NON","5","5","0","0","-25","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","aubade.com","aubade:RETIRED","","","ATS_HINT_REVIEW_REQUIRED","https://www.welcometothejungle.com/fr/companies/aubade","https://aubade.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"COPAINS","25","https://fr.fashionjobs.com/recrutement/copains.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtlq3ucl1lycpg2bi77mf37o","COPAINS","NON","0","0","0","0","-25","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_WEBSITE_IN_PROFILE_OR_PROFILE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"DR. MARTENS","25","https://fr.fashionjobs.com/recrutement/dr-martens.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtlq3u2u1lvjpg2byhnrakn6","Dr. Martens","NON","152","26","26","0","1","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","drmartens.com","dr-martens-tf:ACTIVE","dr-martens-tf","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://www.drmartens.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Certifier identité, attribution et complétude de la source existante"
"CONFIDENTIEL","24","https://fr.fashionjobs.com/recrutement/confidentiel.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","EMPLOYEUR_NON_DIVULGUE","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvwgx1selnf2bfysmzr7y","CONFIDENTIEL","NON","5","5","0","0","-24","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","EMPLOYER_NOT_DISCLOSED","","","","https://fr.fashionjobs.com/societesrecrutent/","IDENTITE_NON_INFERABLE","","Ne pas inventer l’employeur ni le rattacher arbitrairement à une Maison."
"GERARD DAREL","23","https://fr.fashionjobs.com/recrutement/gerard-darel.html","AUCUN_RAPPROCHEMENT_ETABLI","MAISON","AUCUNE","","","NON","0","0","0","0","","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","https://gerarddarel.taleez.com/","https://gerarddarel.com/fr-fr","https://gerarddarel.taleez.com/","https://gerarddarel.com/fr-fr/recruitment | https://gerarddarel.taleez.com/","LIEN_OFFICIEL_OBSERVE_ACCES_A_VALIDER","Taleez; accès technique non validé","Le footer officiel pointe vers Taleez (Gérard Darel & Pablo), le corps vers FashionJobs. Vérifier le portail Taleez et la séparation des marques; ne pas conclure à une absence de source directe."
"ISABEL MARANT","23","https://fr.fashionjobs.com/recrutement/isabel-marant.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvx4o1skknf2bpqfbvpnd","ISABEL MARANT","NON","17","17","0","0","-23","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","isabelmarant.com","","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","","https://isabelmarant.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"C&A","22","https://fr.fashionjobs.com/recrutement/c-a.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdw17j1trcnf2btvinbjwg","C&A","NON","1","1","0","0","-22","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","c-and-a.com","","","","CAREER_LINKS_OBSERVED_REVIEW_REQUIRED","https://www.c-and-a.com/fr/fr/corporate/qui-sommes-nous/carriere | https://www.c-and-a.com/fr/fr/corporate/company/jobs | https://www.c-and-a.com/fr/fr/corporate/qui-sommes-nous/carriere/store | https://www.c-and-a.com/fr/fr/corporate/qui-sommes-nous/carriere/tech | https://www.c-and-a.com/fr/fr/corporate/qui-sommes-nous/carriere/marketing-design | https://www.c-and-a.com/fr/fr/corporate/qui-sommes-nous/carriere/supply-chain | https://www.c-and-a.com/fr/fr/corporate/qui-sommes-nous/carriere/anti-fraud","https://www.c-and-a.com/fr/fr/shop?showCountrySelector=true","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"MORGAN","22","https://fr.fashionjobs.com/recrutement/morgan.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvxc91sninf2br3plbw5g","MORGAN","NON","45","45","41","0","19","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","morgandetoi.com","","element-6","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","https://www.groupe-beaumanoir.com/en/apply/","https://morgandetoi.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Certifier identité, attribution et complétude de la source existante"
"SEZANE","22","https://fr.fashionjobs.com/recrutement/sezane.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvw5m1sb2nf2bvkqxcjar","SÉZANE","NON","113","72","72","0","50","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","sezane.com","sezane:ACTIVE","sezane","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Certifier identité, attribution et complétude de la source existante"
"SUD EXPRESS","21","https://fr.fashionjobs.com/recrutement/sud-express.html","SOURCE_CATALOGUEE_SANS_DIRECT_ACTIF","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvwy01sjhnf2bsr141joy","SUD EXPRESS","NON","48","48","0","0","-21","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","sudexpress.com","sud-express:RETIRED","","","NO_CAREER_LINK_FOUND_ON_PAGES_READ","https://sud-express.talentview.io/fr","https://sudexpress.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
"CAROLL","20","https://fr.fashionjobs.com/recrutement/caroll.html","SOURCE_DIRECTE_CATALOGUEE_A_CERTIFIER","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtm7ucrc10ybpv5j8tv9kuxe","Caroll","NON","37","37","37","0","17","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","caroll.com","","element-6","","CAREER_LINKS_OBSERVED_REVIEW_REQUIRED","https://www.groupe-beaumanoir.com/nos-offres/#page-search---index","https://caroll.com/","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Certifier identité, attribution et complétude de la source existante"
"CONCEPT RECRUTEMENT","20","https://fr.fashionjobs.com/recrutement/concept-recrutement.html","COMPANY_PRESENTE_SANS_DIRECT_IDENTIFIE","A_QUALIFIER","NOM_OU_ALIAS_EXACT_CANDIDAT","cmtkdvvyz1s9hnf2b7y3h2cj3","CONCEPT RECRUTEMENT","NON","4","4","0","0","-20","NON_PERIMETRES_ET_FRAICHEUR_A_ATTESTER","concept-recrutement.fr","","","","WEBSITE_UNREADABLE","","","","","NON_CERTIFIE_PAR_CETTE_RECHERCHE","","Retrouver puis prouver le portail officiel; vérifier aussi les groupes et alias"
