maison,site_web,lien_ats,ats_kind,etat,detail
GOT BAG,https://got-bag.com/,https://got-bag-gmbh.jobs.personio.de,personio,EN_PROD_ACTIVE,3 offres vérifiées · robots ALLOWED · dernier run NEW 3 offres
Gridline,https://gridlineint.co.za/,https://jobs.lever.co/gridline,lever,EN_PROD_ACTIVE,4 offres vérifiées · robots ALLOWED · dernier run NEW 4 offres
Groundies,https://www.groundies.com/,https://groundies.jobs.personio.de,personio,EN_PROD_ACTIVE,1 offres vérifiées · robots ALLOWED (no robots.txt reachable) · dernier run NEW 1 offres
Groupe Chantelle,,https://groupechantelle-recrute.talent-soft.com,talentsoft,EN_PROD_ACTIVE,20 offres vérifiées · robots ALLOWED · dernier run OK 20 offres
Groupe Printemps,,https://printemps-career.talent-soft.com,talentsoft,EN_PROD_ACTIVE,20 offres vérifiées · robots ALLOWED · dernier run OK 20 offres
Guild+Pepper,http://hoteliers.gilchristsoames.com/,https://boards.greenhouse.io/guild,greenhouse,EN_PROD_ACTIVE,4 offres vérifiées · robots ALLOWED · dernier run NEW 4 offres
Gymshark,https://au.gymshark.com/,https://boards.greenhouse.io/gymshark,greenhouse,EN_PROD_ACTIVE,17 offres vérifiées · robots ALLOWED · dernier run NEW 17 offres
Hades,https://hades-shop.co.uk/,https://hades.jobs.personio.de,personio,EN_PROD_ACTIVE,7 offres vérifiées · robots ALLOWED (no robots.txt reachable) · dernier run NEW 7 offres
Hanna Andersson,https://www.hannaandersson.com/,https://jobs.lever.co/hannaandersson,lever,EN_PROD_ACTIVE,8 offres vérifiées · robots ALLOWED · dernier run NEW 8 offres
Hans Anders,https://www.hansanders.nl/,https://jobs.hansanders.nl,teamtailor,EN_PROD_ACTIVE,149 offres vérifiées · robots ALLOWED
Happy Socks,https://www.happysocks.com/,https://happysocks.teamtailor.com,teamtailor,EN_PROD_ACTIVE,4 offres vérifiées · robots ALLOWED · dernier run NEW 4 offres
Helena Rubinstein +8,,https://www.welcometothejungle.com/fr/companies/l-oreal/jobs,wttj,EN_PROD_ACTIVE,62 offres vérifiées · robots ALLOWED · dernier run DEGRADED 67 offres
Hermès,https://www.hermes.com/,https://www.welcometothejungle.com/fr/companies/hermes/jobs,wttj,EN_PROD_ACTIVE,581 offres vérifiées · robots ALLOWED
Herschel Supply Co.,https://www.herschel.com/,https://boards.greenhouse.io/herschelsupplyco,greenhouse,EN_PROD_ACTIVE,7 offres vérifiées · robots ALLOWED · dernier run NEW 7 offres
Hindbag,https://hindbag.fr/,https://www.welcometothejungle.com/fr/companies/hindbag/jobs,wttj,EN_PROD_ACTIVE,5 offres vérifiées · robots ALLOWED · dernier run NEW 5 offres
Hoff,https://thehoffbrand.com/,https://careers.thehoffbrand.com,teamtailor,EN_PROD_ACTIVE,9 offres vérifiées · robots ALLOWED · dernier run NEW 9 offres
HONE,http://www.honeessentials.com/,https://boards.greenhouse.io/hone,greenhouse,EN_PROD_ACTIVE,2 offres vérifiées · robots ALLOWED · dernier run NEW 2 offres
Honey Birdette,https://uk.honeybirdette.com/?geo=GB&currency=GBP%3Futm_source%3DGoodOnYou+App,https://honeybirdette.teamtailor.com,teamtailor,EN_PROD_ACTIVE,58 offres vérifiées · robots ALLOWED · dernier run NEW 58 offres
Honor,https://www.honor.com/,https://boards.greenhouse.io/honor,greenhouse,EN_PROD_ACTIVE,12 offres vérifiées · robots ALLOWED · dernier run NEW 12 offres
Hot Topic,https://www.hottopic.com/,https://jobs.lever.co/hottopic,lever,EN_PROD_ACTIVE,17 offres vérifiées · robots ALLOWED · dernier run NEW 17 offres
HUBER,https://www.huber-bodywear.com/,https://careers.huber.com,successfactors,EN_PROD_ACTIVE,30 offres vérifiées · robots ALLOWED · dernier run NEW 30 offres
ILIA,http://iliabeauty.com/,https://boards.greenhouse.io/ilia,greenhouse,EN_PROD_ACTIVE,13 offres vérifiées · robots ALLOWED · dernier run NEW 13 offres
imi's,https://www.cbamd.com/,https://boards.greenhouse.io/imi,greenhouse,EN_PROD_ACTIVE,4 offres vérifiées · robots ALLOWED · dernier run NEW 4 offres
Indiska,https://www.indiska.com/,https://careers.indiska.com,teamtailor,EN_PROD_ACTIVE,2 offres vérifiées · robots ALLOWED · dernier run NEW 2 offres
Infuse,https://www.infuse-skin.com/,https://boards.greenhouse.io/infuse,greenhouse,EN_PROD_ACTIVE,411 offres vérifiées · robots ALLOWED
Innisfree,https://www.innisfree.com/,https://jobs.smartrecruiters.com/innisfree,smartrecruiters-whitelabel,EN_PROD_ACTIVE,1 offres vérifiées · robots ALLOWED (no robots.txt reachable) · dernier run NEW 1 offres
INTERSPORT,https://intersport.dk/,https://intersport.teamtailor.com,teamtailor,EN_PROD_ACTIVE,6 offres vérifiées · robots ALLOWED · dernier run NEW 6 offres
ION,https://www.ion-products.com/,https://jobs.lever.co/ion,lever,EN_PROD_ACTIVE,69 offres vérifiées · robots ALLOWED · dernier run NEW 69 offres
Iris van Herpen,,https://irisvanherpen.recruitee.com,recruitee,EN_PROD_ACTIVE,6 offres vérifiées · robots ALLOWED · dernier run OK 6 offres
It's Fashion,https://www.itsfashions.com/,https://jobs.smartrecruiters.com/itsfashion,smartrecruiters-whitelabel,EN_PROD_ACTIVE,1 offres vérifiées · robots ALLOWED (no robots.txt reachable) · dernier run NEW 1 offres
Jako,https://www.jakosportkleding.nl/,https://jako.jobs.personio.de,personio,EN_PROD_ACTIVE,20 offres vérifiées · robots ALLOWED (no robots.txt reachable) · dernier run NEW 20 offres
JanSport,https://www.jansport.com/,https://vfc.wd5.myworkdayjobs.com/jansport_careers,workday,EN_PROD_ACTIVE,6 offres vérifiées · robots ALLOWED · dernier run NEW 6 offres
JD Sports,https://www.jdplc.com/,https://boards.greenhouse.io/jdsports,greenhouse,EN_PROD_ACTIVE,200 offres vérifiées · robots ALLOWED
Jean Paul Gaultier +5,,https://jobs.puig.com,successfactors,EN_PROD_ACTIVE,226 offres vérifiées · robots ALLOWED
Jeans Centre,https://www.jeanscentre.nl/,https://jeanscentre.recruitee.com,recruitee,EN_PROD_ACTIVE,57 offres vérifiées · robots ALLOWED · dernier run NEW 57 offres
Jérôme Dreyfuss,https://www.jerome-dreyfuss.com/int_en/,https://www.welcometothejungle.com/fr/companies/jerome-dreyfuss/jobs,wttj,EN_PROD_ACTIVE,1 offres vérifiées · robots ALLOWED · dernier run NEW 1 offres
Jewells,https://jewells.com/,https://jewells.teamtailor.com,teamtailor,EN_PROD_ACTIVE,4 offres vérifiées · robots ALLOWED · dernier run NEW 4 offres
J.Lindeberg,http://www.jlindebergusa.com/,https://jlindeberg.teamtailor.com,teamtailor,EN_PROD_ACTIVE,10 offres vérifiées · robots ALLOWED · dernier run NEW 10 offres
Joe Fresh,http://www.joefresh.com/,https://jobs.smartrecruiters.com/joefresh,smartrecruiters-whitelabel,EN_PROD_ACTIVE,3 offres vérifiées · robots ALLOWED (no robots.txt reachable) · dernier run NEW 3 offres
John Henric,https://johnhenric.com/,https://johnhenric.teamtailor.com,teamtailor,EN_PROD_ACTIVE,14 offres vérifiées · robots ALLOWED · dernier run NEW 14 offres
JoJo Maman Bébé,https://www.jojomamanbebe.co.uk/,https://jojomamanbebe.teamtailor.com,teamtailor,EN_PROD_ACTIVE,25 offres vérifiées · robots ALLOWED · dernier run NEW 25 offres
Jonak,https://www.jonak.fr/,https://www.welcometothejungle.com/fr/companies/jonak/jobs,wttj,EN_PROD_ACTIVE,17 offres vérifiées · robots ALLOWED · dernier run OK 19 offres
Jonsson Workwear,https://www.jonssonworkwear.com/,https://boards.greenhouse.io/jonssonworkwear,greenhouse,EN_PROD_ACTIVE,38 offres vérifiées · robots ALLOWED · dernier run NEW 38 offres
Joy,https://joyoptics.bg/,https://joy.teamtailor.com,teamtailor,EN_PROD_ACTIVE,2 offres vérifiées · robots ALLOWED · dernier run NEW 2 offres
Jules,https://www.jules.com/,,talentview,EN_PROD_ACTIVE,10 offres vérifiées · robots ALLOWED · dernier run OK 10 offres
Julie & Grace,https://www.julie-grace.de/,https://julie-grace.jobs.personio.de,personio,EN_PROD_ACTIVE,4 offres vérifiées · robots ALLOWED · dernier run NEW 4 offres
Kapten & Son,https://kapten-son.com/en,https://kaptenandson.recruitee.com,recruitee,EN_PROD_ACTIVE,28 offres vérifiées · robots ALLOWED · dernier run NEW 28 offres
Karla Otto,,https://careers.karlaotto.com,teamtailor,EN_PROD_ACTIVE,13 offres vérifiées · robots ALLOWED · dernier run OK 12 offres
Kastner & Öhler,https://www.kastner-oehler.at/,https://www.kastner-oehler.at/job-karriere/angebot/backoffice-mitarbeiterin-graz-teilzeit/,generic-listing,EN_PROD_ACTIVE,3 offres vérifiées · robots ALLOWED · dernier run NEW 3 offres
Kate McLeod,https://www.katemcleod.com/,https://boards.greenhouse.io/katemcleod,greenhouse,EN_PROD_ACTIVE,3 offres vérifiées · robots ALLOWED · dernier run NEW 3 offres
Katie Loxton,https://www.katieloxton.com/,https://careers.katieloxton.com,teamtailor,EN_PROD_ACTIVE,19 offres vérifiées · robots ALLOWED · dernier run NEW 19 offres
KENT,https://www.wearkent.com/?oid=22&affid=1&source_id=GoY-rating&sub1=brandpage,https://kent.jobs.personio.de,personio,EN_PROD_ACTIVE,13 offres vérifiées · robots ALLOWED (no robots.txt reachable) · dernier run NEW 13 offres
Kering (toutes Maisons),,https://careers.kering.com,eightfold,EN_PROD_ACTIVE,1008 offres vérifiées · robots ALLOWED (Allow: /api/pcsx)
Kiabi,https://www.kiabi.com/,https://jobs.smartrecruiters.com/kiabi,smartrecruiters-whitelabel,EN_PROD_ACTIVE,261 offres vérifiées · robots ALLOWED (no robots.txt reachable)
Kicks,https://www.kicks.se/,https://careers.kicks.se,teamtailor,EN_PROD_ACTIVE,14 offres vérifiées · robots ALLOWED · dernier run NEW 14 offres
Kidzart,http://www.kidz-art.nl/,https://jobs.smartrecruiters.com/kidzart,smartrecruiters-whitelabel,EN_PROD_ACTIVE,1 offres vérifiées · robots ALLOWED (no robots.txt reachable) · dernier run NEW 1 offres
Kiko Milano,https://www.kikocosmetics.com/,https://kikomilano.recruitee.com,recruitee,EN_PROD_ACTIVE,21 offres vérifiées · robots ALLOWED · dernier run NEW 21 offres
KILLSTAR,https://www.killstar.com/,https://killstar.teamtailor.com,teamtailor,EN_PROD_ACTIVE,3 offres vérifiées · robots ALLOWED · dernier run NEW 3 offres
Klättermusen,https://www.klattermusen.com/,https://careers.klattermusen.com,teamtailor,EN_PROD_ACTIVE,2 offres vérifiées · robots ALLOWED · dernier run NEW 2 offres
Knock Knock,https://knocklinen.com/,https://boards.greenhouse.io/knock,greenhouse,EN_PROD_ACTIVE,2 offres vérifiées · robots ALLOWED · dernier run NEW 2 offres
KULT | OLYMP&HADES,https://www.kult-olymp-hades.de/,https://jpweltersgorgensgmbhcobekleidungskg.recruitee.com,recruitee,EN_PROD_ACTIVE,80 offres vérifiées · robots ALLOWED · dernier run NEW 80 offres
La casa de las Carcasas,https://lacasadelascarcasas.it/,https://lacasadelascarcasas.teamtailor.com,teamtailor,EN_PROD_ACTIVE,722 offres vérifiées · robots ALLOWED
Lacoste,https://www.lacoste.com/,,digitalrecruiters,EN_PROD_ACTIVE,455 offres vérifiées · robots ALLOWED
Lagardère Travel Retail,,https://lagardere-recrute.talent-soft.com,talentsoft,EN_PROD_ACTIVE,20 offres vérifiées · robots ALLOWED · dernier run OK 20 offres
LAGER 157,https://www.lager157.com/,https://careers.lager157.com,teamtailor,EN_PROD_ACTIVE,45 offres vérifiées · robots ALLOWED · dernier run NEW 45 offres
La Rosee,,https://www.welcometothejungle.com/fr/companies/la-rosee/jobs,wttj,EN_PROD_ACTIVE,16 offres vérifiées · robots ALLOWED · dernier run OK 17 offres
La Senza,https://lasenza.com/,https://boards.greenhouse.io/lasenza,greenhouse,EN_PROD_ACTIVE,49 offres vérifiées · robots ALLOWED · dernier run NEW 49 offres
Laverana GmbH & Co. KG,https://www.laverana.com/,https://lavera.jobs.personio.de,personio,EN_PROD_ACTIVE,25 offres vérifiées · robots ALLOWED · dernier run NEW 25 offres
Lavish Alice,https://www.lavishalice.com/,https://lavishalice.teamtailor.com,teamtailor,EN_PROD_ACTIVE,2 offres vérifiées · robots ALLOWED · dernier run NEW 2 offres
Lectra,,https://www.welcometothejungle.com/fr/companies/lectra/jobs,wttj,EN_PROD_ACTIVE,22 offres vérifiées · robots ALLOWED · dernier run OK 22 offres
Lensa,https://lensa.ro/,https://lensa.teamtailor.com,teamtailor,EN_PROD_ACTIVE,3 offres vérifiées · robots ALLOWED · dernier run NEW 3 offres
LERROS,https://lerros.nl/,https://lerros.jobs.personio.de,personio,EN_PROD_ACTIVE,1 offres vérifiées · robots ALLOWED (no robots.txt reachable) · dernier run NEW 1 offres
Le Slip Francais,,https://www.welcometothejungle.com/fr/companies/le-slip-francais/jobs,wttj,EN_PROD_ACTIVE,1 offres vérifiées · robots ALLOWED · dernier run OK 1 offres
Lexington,https://www.lexingtoncompany.com/,https://jobs.lexingtoncompany.com,teamtailor,EN_PROD_ACTIVE,2 offres vérifiées · robots ALLOWED · dernier run NEW 2 offres
Lindex,https://www.lindex.com/,https://lindex.teamtailor.com,teamtailor,EN_PROD_ACTIVE,7 offres vérifiées · robots ALLOWED · dernier run NEW 7 offres
Little Words Project,https://www.littlewordsproject.com/,https://boards.greenhouse.io/littlewordsproject,greenhouse,EN_PROD_ACTIVE,14 offres vérifiées · robots ALLOWED · dernier run NEW 14 offres
L’Occitane en Provence +2,,https://careers-group.loccitane.com,successfactors,EN_PROD_ACTIVE,15 offres vérifiées · robots ALLOWED · dernier run OK 15 offres
LOFT,https://www.loft.com/,https://loft.teamtailor.com,teamtailor,EN_PROD_ACTIVE,62 offres vérifiées · robots ALLOWED · dernier run NEW 62 offres
Longchamp,https://www.longchamp.com/,https://longchamp-career.talent-soft.com,talentsoft,EN_PROD_ACTIVE,20 offres vérifiées · robots ALLOWED · dernier run OK 20 offres
Löplabbet,https://loplabbet.no/,https://loplabbet.teamtailor.com,teamtailor,EN_PROD_ACTIVE,1 offres vérifiées · robots ALLOWED · dernier run NEW 1 offres
L’Oréal Professionnel,,https://careers.loreal.com,avature,EN_PROD_ACTIVE,1722 offres vérifiées · robots ALLOWED
Louise Misha,https://louisemisha.com/,https://www.welcometothejungle.com/fr/companies/louise-misha/jobs,wttj,EN_PROD_ACTIVE,2 offres vérifiées · robots ALLOWED · dernier run NEW 2 offres
Lounge,https://lounge.com/,https://careers.lounge.com,teamtailor,EN_PROD_ACTIVE,11 offres vérifiées · robots ALLOWED · dernier run NEW 11 offres
Lovable,https://www.lovable.it/,https://boards.greenhouse.io/lovable,greenhouse,EN_PROD_ACTIVE,63 offres vérifiées · robots ALLOWED · dernier run NEW 63 offres
Lovisa,https://www.lovisa.com/,https://careers.lovisa.com,teamtailor,EN_PROD_ACTIVE,811 offres vérifiées · robots ALLOWED
Lucy & Yak,https://lucyandyak.com/,https://lucyandyak.teamtailor.com,teamtailor,EN_PROD_ACTIVE,5 offres vérifiées · robots ALLOWED · dernier run NEW 5 offres
Luhta,http://www.luhta.com/,https://luhta.teamtailor.com,teamtailor,EN_PROD_ACTIVE,4 offres vérifiées · robots ALLOWED · dernier run NEW 4 offres
Lumentee,https://lumentee.com/,https://lumentee.com/careers/,generic-listing,EN_PROD_ACTIVE,5 offres vérifiées · robots ALLOWED · dernier run NEW 5 offres
Lunettes pour Tous,https://lunettespourtous.com/,https://www.welcometothejungle.com/fr/companies/lunettes-pour-tous/jobs,wttj,EN_PROD_ACTIVE,4 offres vérifiées · robots ALLOWED · dernier run NEW 4 offres
Luxe Talent,,https://www.luxetalent.net,wordpress,EN_PROD_ACTIVE,"478 offres vérifiées · robots ALLOWED (Disallow /wp-admin/ only) — standard WP REST, x-wp-total 478"
LVMH (toutes Maisons),,,lvmh_algolia,EN_PROD_ACTIVE,5222 offres vérifiées · robots ALLOWED
Madame Figaro,,https://www.welcometothejungle.com/fr/companies/groupe-figaro/jobs,wttj,EN_PROD_ACTIVE,12 offres vérifiées · robots ALLOWED · dernier run OK 12 offres
Madewell,https://www.madewell.com/,https://jcrew.wd1.myworkdayjobs.com/MadewellCareers,workday,EN_PROD_ACTIVE,252 offres vérifiées · robots ALLOWED
Madhappy,https://www.madhappy.com/,https://jobs.lever.co/madhappy,lever,EN_PROD_ACTIVE,15 offres vérifiées · robots ALLOWED · dernier run NEW 15 offres
Magasin du Nord,http://www.magasin.dk/,https://magasin.teamtailor.com,teamtailor,EN_PROD_ACTIVE,40 offres vérifiées · robots ALLOWED · dernier run NEW 40 offres
Maison 123,https://www.maison123.com/,https://career.maison123.com,teamtailor,EN_PROD_ACTIVE,52 offres vérifiées · robots ALLOWED · dernier run OK 60 offres
Maison Kitsune,,https://www.welcometothejungle.com/fr/companies/kitsune-fr/jobs,wttj,EN_PROD_ACTIVE,8 offres vérifiées · robots ALLOWED · dernier run OK 8 offres
Maison Margiela,https://www.maisonmargiela.com/,https://careers.otb.net,successfactors,EN_PROD_ACTIVE,60 offres vérifiées · robots ALLOWED · dernier run OK 60 offres
MAKE,https://www.make-land.com/,https://boards.greenhouse.io/make,greenhouse,EN_PROD_ACTIVE,15 offres vérifiées · robots ALLOWED · dernier run NEW 15 offres
Marc O'Polo,https://www.marc-o-polo.com/,https://company.marc-o-polo.com/en/career,generic-listing,EN_PROD_ACTIVE,15 offres vérifiées · robots ALLOWED · dernier run NEW 15 offres
Marella,https://us.marella.com/,https://jobs.smartrecruiters.com/MaxMaraFashionGroup,smartrecruiters-whitelabel,EN_PROD_ACTIVE,182 offres vérifiées · robots ALLOWED
Margaret Howell,https://www.margarethowell.co.uk/,https://careers.margarethowell.co.uk,teamtailor,EN_PROD_ACTIVE,4 offres vérifiées · robots ALLOWED · dernier run OK 4 offres
Markham,https://www.markham.co.za/home,https://jobs.lever.co/markham,lever,EN_PROD_ACTIVE,3 offres vérifiées · robots ALLOWED · dernier run NEW 3 offres
MaryRuth's,https://www.maryruthorganics.com/,https://careers.maryruths.com,teamtailor,EN_PROD_ACTIVE,3 offres vérifiées · robots ALLOWED · dernier run NEW 3 offres
MASCOT Workwear,http://www.mascot.dk/,https://careers.mascot.dk,successfactors,EN_PROD_ACTIVE,40 offres vérifiées · robots ALLOWED · dernier run NEW 40 offres
Mateo,https://mateonewyork.com/,https://mateo.jobs.personio.de,personio,EN_PROD_ACTIVE,9 offres vérifiées · robots ALLOWED (no robots.txt reachable) · dernier run NEW 9 offres
Medik8,,https://careers.medik8.com,teamtailor,EN_PROD_ACTIVE,19 offres vérifiées · robots ALLOWED · dernier run OK 19 offres
Mejuri,https://mejuri.com/,https://boards.greenhouse.io/mejuri,greenhouse,EN_PROD_ACTIVE,141 offres vérifiées · robots ALLOWED · dernier run NEW 141 offres
Merkal,https://www.merkal.com/,https://merkal.teamtailor.com,teamtailor,EN_PROD_ACTIVE,36 offres vérifiées · robots ALLOWED · dernier run NEW 36 offres
Merz B. Schwanen,https://merzbschwanen.com/,https://merz-b-schwanen.jobs.personio.de,personio,EN_PROD_ACTIVE,2 offres vérifiées · robots ALLOWED (no robots.txt reachable) · dernier run NEW 2 offres
