maison,careers_domain,kind,entry_url,job_url_pattern,robots_verdict,job_count,verified
"dna","boards.greenhouse.io","greenhouse","{""board"":""dna""}","","Resolved by direct GREENHOUSE slug probe (""dna""); no search API used.","","validated-name"
"Little Words Project","boards.greenhouse.io","greenhouse","{""board"":""littlewordsproject""}","","Resolved by direct GREENHOUSE slug probe (""littlewordsproject""); no search API used.","","validated-name"
"Löplabbet","loplabbet.teamtailor.com","teamtailor","{""origin"":""https://loplabbet.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""loplabbet""); no search API used.","","validated-name"
"Louise Misha","www.welcometothejungle.com","wttj","{""slug"":""louise-misha""}","","Resolved by direct WTTJ slug probe (""louise-misha""); no search API used.","","validated-name"
"Lovable","boards.greenhouse.io","greenhouse","{""board"":""lovable""}","","Resolved by direct GREENHOUSE slug probe (""lovable""); no search API used.","","validated-name"
"Lucy & Yak","lucyandyak.teamtailor.com","teamtailor","{""origin"":""https://lucyandyak.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""lucyandyak""); no search API used.","","validated-name"
"Luhta","luhta.teamtailor.com","teamtailor","{""origin"":""https://luhta.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""luhta""); no search API used.","","validated-name"
"Lunettes pour Tous","www.welcometothejungle.com","wttj","{""slug"":""lunettes-pour-tous""}","","Resolved by direct WTTJ slug probe (""lunettes-pour-tous""); no search API used.","","validated-name"
"Madhappy","jobs.lever.co","lever","{""site"":""madhappy""}","","Resolved by direct LEVER slug probe (""madhappy""); no search API used.","","validated-name"
"MAKE","boards.greenhouse.io","greenhouse","{""board"":""make""}","","Resolved by direct GREENHOUSE slug probe (""make""); no search API used.","","validated-name"
"Markham","jobs.lever.co","lever","{""site"":""markham""}","","Resolved by direct LEVER slug probe (""markham""); no search API used.","","validated-name"
"Mejuri","boards.greenhouse.io","greenhouse","{""board"":""mejuri""}","","Resolved by direct GREENHOUSE slug probe (""mejuri""); no search API used.","","validated-name"
"Merkal","merkal.teamtailor.com","teamtailor","{""origin"":""https://merkal.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""merkal""); no search API used.","","validated-name"
"Merz B. Schwanen","merz-b-schwanen.jobs.personio.de","personio","{""subdomain"":""merz-b-schwanen"",""host"":""merz-b-schwanen.jobs.personio.de""}","","Resolved by direct PERSONIO slug probe (""merz-b-schwanen""); no search API used.","","validated-name"
"METHOD H L.A.","boards.greenhouse.io","greenhouse","{""board"":""method""}","","Resolved by direct GREENHOUSE slug probe (""method""); no search API used.","","validated-name"
"Miu Miu","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""miu""}","","Resolved by direct SMARTRECRUITERS slug probe (""miu""); no search API used.","","validated-name"
"MoEa","www.welcometothejungle.com","wttj","{""slug"":""moea""}","","Resolved by direct WTTJ slug probe (""moea""); no search API used.","","validated-name"
"Molton Brown","boards.greenhouse.io","greenhouse","{""board"":""moltonbrown""}","","Resolved by direct GREENHOUSE slug probe (""moltonbrown""); no search API used.","","validated-name"
"Monsieur Tshirt","www.welcometothejungle.com","wttj","{""slug"":""monsieur-tshirt""}","","Resolved by direct WTTJ slug probe (""monsieur-tshirt""); no search API used.","","validated-name"
"Mosaic","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""mosaic""}","","Resolved by direct SMARTRECRUITERS slug probe (""mosaic""); no search API used.","","validated-name"
"MR MARVIS","mrmarvis.teamtailor.com","teamtailor","{""origin"":""https://mrmarvis.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""mrmarvis""); no search API used.","","validated-name"
"MS Mode","msmode.recruitee.com","recruitee","{""subdomain"":""msmode""}","","Resolved by direct RECRUITEE slug probe (""msmode""); no search API used.","","validated-name"
"Mulberry","jobs.lever.co","lever","{""site"":""mulberry""}","","Resolved by direct LEVER slug probe (""mulberry""); no search API used.","","validated-name"
"MVMT","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""mvmt""}","","Resolved by direct SMARTRECRUITERS slug probe (""mvmt""); no search API used.","","validated-name"
"My Jewellery","myjewellery.recruitee.com","recruitee","{""subdomain"":""myjewellery""}","","Resolved by direct RECRUITEE slug probe (""myjewellery""); no search API used.","","validated-name"
"Naturkompaniet","naturkompaniet.teamtailor.com","teamtailor","{""origin"":""https://naturkompaniet.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""naturkompaniet""); no search API used.","","validated-name"
"Nexus","boards.greenhouse.io","greenhouse","{""board"":""nexus""}","","Resolved by direct GREENHOUSE slug probe (""nexus""); no search API used.","","validated-name"
"NIKIN","nikin.recruitee.com","recruitee","{""subdomain"":""nikin""}","","Resolved by direct RECRUITEE slug probe (""nikin""); no search API used.","","validated-domain"
"Novara","jobs.lever.co","lever","{""site"":""novara""}","","Resolved by direct LEVER slug probe (""novara""); no search API used.","","validated-name"
"Nude Project","nudeproject.teamtailor.com","teamtailor","{""origin"":""https://nudeproject.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""nudeproject""); no search API used.","","validated-name"
"Nutrafol","boards.greenhouse.io","greenhouse","{""board"":""nutrafol""}","","Resolved by direct GREENHOUSE slug probe (""nutrafol""); no search API used.","","validated-name"
"NYX Professional Makeup","nyx.teamtailor.com","teamtailor","{""origin"":""https://nyx.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""nyx""); no search API used.","","validated-name"
"Oh Polly","ohpolly.teamtailor.com","teamtailor","{""origin"":""https://ohpolly.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""ohpolly""); no search API used.","","validated-name"
"ōhme","boards.greenhouse.io","greenhouse","{""board"":""ohme""}","","Resolved by direct GREENHOUSE slug probe (""ohme""); no search API used.","","validated-name"
"OneSkin","boards.greenhouse.io","greenhouse","{""board"":""oneskin""}","","Resolved by direct GREENHOUSE slug probe (""oneskin""); no search API used.","","validated-name"
"Orchestra","boards.greenhouse.io","greenhouse","{""board"":""orchestra""}","","Resolved by direct GREENHOUSE slug probe (""orchestra""); no search API used.","","validated-name"
"ORTOVOX","ortovox.jobs.personio.de","personio","{""subdomain"":""ortovox"",""host"":""ortovox.jobs.personio.de""}","","Resolved by direct PERSONIO slug probe (""ortovox""); no search API used.","","validated-name"
"Parco","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""parco""}","","Resolved by direct SMARTRECRUITERS slug probe (""parco""); no search API used.","","validated-name"
"GANNI","ganni.teamtailor.com","teamtailor","{""origin"":""https://ganni.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""ganni""); no search API used.","","validated-name"
"Peacocks","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""peacocks""}","","Resolved by direct SMARTRECRUITERS slug probe (""peacocks""); no search API used.","","validated-name"
"Peloton","boards.greenhouse.io","greenhouse","{""board"":""peloton""}","","Resolved by direct GREENHOUSE slug probe (""peloton""); no search API used.","","validated-name"
"Pepco","pepco.jobs.personio.de","personio","{""subdomain"":""pepco"",""host"":""pepco.jobs.personio.de""}","","Resolved by direct PERSONIO slug probe (""pepco""); no search API used.","","validated-name"
"PICARD","picard.recruitee.com","recruitee","{""subdomain"":""picard""}","","Resolved by direct RECRUITEE slug probe (""picard""); no search API used.","","validated-name"
"Pied de Biche","www.welcometothejungle.com","wttj","{""slug"":""pied-de-biche""}","","Resolved by direct WTTJ slug probe (""pied-de-biche""); no search API used.","","validated-name"
"Point Zero","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""pointzero""}","","Resolved by direct SMARTRECRUITERS slug probe (""pointzero""); no search API used.","","validated-name"
"Glossier","boards.greenhouse.io","greenhouse","{""board"":""glossier""}","","Resolved by direct GREENHOUSE slug probe (""glossier""); no search API used.","","validated-name"
"Primark","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""primark""}","","Resolved by direct SMARTRECRUITERS slug probe (""primark""); no search API used.","","validated-name"
"Profil Optik","profiloptik.teamtailor.com","teamtailor","{""origin"":""https://profiloptik.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""profiloptik""); no search API used.","","validated-name"
"Profuomo","profuomo.recruitee.com","recruitee","{""subdomain"":""profuomo""}","","Resolved by direct RECRUITEE slug probe (""profuomo""); no search API used.","","validated-domain"
"Public","boards.greenhouse.io","greenhouse","{""board"":""public""}","","Resolved by direct GREENHOUSE slug probe (""public""); no search API used.","","validated-name"
"Puig","www.welcometothejungle.com","wttj","{""slug"":""puig""}","","Resolved by direct WTTJ slug probe (""puig""); no search API used.","","validated-name"
"Quince","boards.greenhouse.io","greenhouse","{""board"":""quince""}","","Resolved by direct GREENHOUSE slug probe (""quince""); no search API used.","","validated-name"
"RealSelf","jobs.lever.co","lever","{""site"":""realself""}","","Resolved by direct LEVER slug probe (""realself""); no search API used.","","validated-name"
"Reformation","boards.greenhouse.io","greenhouse","{""board"":""reformation""}","","Resolved by direct GREENHOUSE slug probe (""reformation""); no search API used.","","validated-name"
"Hanna Andersson","jobs.lever.co","lever","{""site"":""hannaandersson""}","","Resolved by direct LEVER slug probe (""hannaandersson""); no search API used.","","validated-name"
"Happy Socks","happysocks.teamtailor.com","teamtailor","{""origin"":""https://happysocks.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""happysocks""); no search API used.","","validated-name"
"ROTATE","rotate.recruitee.com","recruitee","{""subdomain"":""rotate""}","","Resolved by direct RECRUITEE slug probe (""rotate""); no search API used.","","validated-domain"
"route one skin","boards.greenhouse.io","greenhouse","{""board"":""route""}","","Resolved by direct GREENHOUSE slug probe (""route""); no search API used.","","validated-domain"
"Sabon","sabon.teamtailor.com","teamtailor","{""origin"":""https://sabon.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""sabon""); no search API used.","","validated-name"
"Sacoor Brothers","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""sacoorbrothers""}","","Resolved by direct SMARTRECRUITERS slug probe (""sacoorbrothers""); no search API used.","","validated-name"
"Saffron","saffron.teamtailor.com","teamtailor","{""origin"":""https://saffron.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""saffron""); no search API used.","","validated-name"
"Herschel Supply Co.","boards.greenhouse.io","greenhouse","{""board"":""herschelsupplyco""}","","Resolved by direct GREENHOUSE slug probe (""herschelsupplyco""); no search API used.","","validated-name"
"Salomon","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""salomon""}","","Resolved by direct SMARTRECRUITERS slug probe (""salomon""); no search API used.","","validated-name"
"Saltrock","saltrock.jobs.personio.de","personio","{""subdomain"":""saltrock"",""host"":""saltrock.jobs.personio.de""}","","Resolved by direct PERSONIO slug probe (""saltrock""); no search API used.","","validated-name"
"Samson","samson.jobs.personio.de","personio","{""subdomain"":""samson"",""host"":""samson.jobs.personio.de""}","","Resolved by direct PERSONIO slug probe (""samson""); no search API used.","","validated-name"
"Seer","boards.greenhouse.io","greenhouse","{""board"":""seer""}","","Resolved by direct GREENHOUSE slug probe (""seer""); no search API used.","","validated-name"
"SEP","jobs.lever.co","lever","{""site"":""sep""}","","Resolved by direct LEVER slug probe (""sep""); no search API used.","","validated-name"
"Hot Topic","jobs.lever.co","lever","{""site"":""hottopic""}","","Resolved by direct LEVER slug probe (""hottopic""); no search API used.","","validated-name"
"Sessùn","www.welcometothejungle.com","wttj","{""slug"":""sessun""}","","Resolved by direct WTTJ slug probe (""sessun""); no search API used.","","validated-name"
"SHEIN","boards.greenhouse.io","greenhouse","{""board"":""shein""}","","Resolved by direct GREENHOUSE slug probe (""shein""); no search API used.","","validated-name"
"Shinola","boards.greenhouse.io","greenhouse","{""board"":""shinola""}","","Resolved by direct GREENHOUSE slug probe (""shinola""); no search API used.","","validated-name"
"Silbon","silbon.teamtailor.com","teamtailor","{""origin"":""https://silbon.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""silbon""); no search API used.","","validated-name"
"Singularu","singularu.teamtailor.com","teamtailor","{""origin"":""https://singularu.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""singularu""); no search API used.","","validated-name"
"Sioux","sioux.recruitee.com","recruitee","{""subdomain"":""sioux""}","","Resolved by direct RECRUITEE slug probe (""sioux""); no search API used.","","validated-domain"
"Sisley","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""sisley""}","","Resolved by direct SMARTRECRUITERS slug probe (""sisley""); no search API used.","","validated-name"
"Skin Laundry","boards.greenhouse.io","greenhouse","{""board"":""skinlaundry""}","","Resolved by direct GREENHOUSE slug probe (""skinlaundry""); no search API used.","","validated-name"
"SMCP Group","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""smcp""}","","Resolved by direct SMARTRECRUITERS slug probe (""smcp""); no search API used.","","validated-name"
"Space NK","spacenk.teamtailor.com","teamtailor","{""origin"":""https://spacenk.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""spacenk""); no search API used.","","validated-name"
"Spinelli Kilcollin","boards.greenhouse.io","greenhouse","{""board"":""spinellikilcollin""}","","Resolved by direct GREENHOUSE slug probe (""spinellikilcollin""); no search API used.","","validated-name"
"Sport 1","sport1.teamtailor.com","teamtailor","{""origin"":""https://sport1.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""sport1""); no search API used.","","validated-name"
"STANLEY/STELLA","stanley-stella.jobs.personio.de","personio","{""subdomain"":""stanley-stella"",""host"":""stanley-stella.jobs.personio.de""}","","Resolved by direct PERSONIO slug probe (""stanley-stella""); no search API used.","","validated-name"
"State of Art","stateofart.recruitee.com","recruitee","{""subdomain"":""stateofart""}","","Resolved by direct RECRUITEE slug probe (""stateofart""); no search API used.","","validated-name"
"INTERSPORT","intersport.teamtailor.com","teamtailor","{""origin"":""https://intersport.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""intersport""); no search API used.","","validated-name"
"Stone By Stone","boards.greenhouse.io","greenhouse","{""board"":""stone""}","","Resolved by direct GREENHOUSE slug probe (""stone""); no search API used.","","validated-name"
"Stripe & Stare","boards.greenhouse.io","greenhouse","{""board"":""stripe""}","","Resolved by direct GREENHOUSE slug probe (""stripe""); no search API used.","","validated-domain"
"Subset","subset.teamtailor.com","teamtailor","{""origin"":""https://subset.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""subset""); no search API used.","","validated-name"
"Sud Express","www.welcometothejungle.com","wttj","{""slug"":""sud-express""}","","Resolved by direct WTTJ slug probe (""sud-express""); no search API used.","","validated-name"
"Suitsupply","boards.greenhouse.io","greenhouse","{""board"":""suitsupply""}","","Resolved by direct GREENHOUSE slug probe (""suitsupply""); no search API used.","","validated-name"
"Supergoop!","boards.greenhouse.io","greenhouse","{""board"":""supergoop""}","","Resolved by direct GREENHOUSE slug probe (""supergoop""); no search API used.","","validated-name"
"J.Lindeberg","jlindeberg.teamtailor.com","teamtailor","{""origin"":""https://jlindeberg.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""jlindeberg""); no search API used.","","validated-name"
"TALA","jobs.lever.co","lever","{""site"":""tala""}","","Resolved by direct LEVER slug probe (""tala""); no search API used.","","validated-name"
"Taylor Stitch","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""taylorstitch""}","","Resolved by direct SMARTRECRUITERS slug probe (""taylorstitch""); no search API used.","","validated-name"
"Tekla","boards.greenhouse.io","greenhouse","{""board"":""tekla""}","","Resolved by direct GREENHOUSE slug probe (""tekla""); no search API used.","","validated-name"
"ThirdLove","boards.greenhouse.io","greenhouse","{""board"":""thirdlove""}","","Resolved by direct GREENHOUSE slug probe (""thirdlove""); no search API used.","","validated-name"
"THOMAS SABO","thomassabo.jobs.personio.de","personio","{""subdomain"":""thomassabo"",""host"":""thomassabo.jobs.personio.de""}","","Resolved by direct PERSONIO slug probe (""thomassabo""); no search API used.","","validated-name"
"Thrive Market","boards.greenhouse.io","greenhouse","{""board"":""thrivemarket""}","","Resolved by direct GREENHOUSE slug probe (""thrivemarket""); no search API used.","","validated-name"
"Tiger of Sweden","tigerofsweden.teamtailor.com","teamtailor","{""origin"":""https://tigerofsweden.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""tigerofsweden""); no search API used.","","validated-name"
"TOAST","boards.greenhouse.io","greenhouse","{""board"":""toast""}","","Resolved by direct GREENHOUSE slug probe (""toast""); no search API used.","","validated-name"
"Tom Wood","tomwood.teamtailor.com","teamtailor","{""origin"":""https://tomwood.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""tomwood""); no search API used.","","validated-name"
"Totême","toteme.teamtailor.com","teamtailor","{""origin"":""https://toteme.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""toteme""); no search API used.","","validated-name"
"Towa","towa.jobs.personio.de","personio","{""subdomain"":""towa"",""host"":""towa.jobs.personio.de""}","","Resolved by direct PERSONIO slug probe (""towa""); no search API used.","","validated-name"
"Tropicfeel","tropicfeel.teamtailor.com","teamtailor","{""origin"":""https://tropicfeel.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""tropicfeel""); no search API used.","","validated-name"
"Trussardi","trussardi.teamtailor.com","teamtailor","{""origin"":""https://trussardi.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""trussardi""); no search API used.","","validated-name"
"Tulip","boards.greenhouse.io","greenhouse","{""board"":""tulip""}","","Resolved by direct GREENHOUSE slug probe (""tulip""); no search API used.","","validated-name"
"Undiz","undiz.teamtailor.com","teamtailor","{""origin"":""https://undiz.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""undiz""); no search API used.","","validated-name"
"United Colors of Benetton","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""unitedcolorsofbenetton""}","","Resolved by direct SMARTRECRUITERS slug probe (""unitedcolorsofbenetton""); no search API used.","","validated-name"
"VEJA","www.welcometothejungle.com","wttj","{""slug"":""veja""}","","Resolved by direct WTTJ slug probe (""veja""); no search API used.","","validated-name"
"Velvet Canyon","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""velvetcanyon""}","","Resolved by direct SMARTRECRUITERS slug probe (""velvetcanyon""); no search API used.","","validated-name"
"Veronica Beard","boards.greenhouse.io","greenhouse","{""board"":""veronicabeard""}","","Resolved by direct GREENHOUSE slug probe (""veronicabeard""); no search API used.","","validated-name"
"VIA","boards.greenhouse.io","greenhouse","{""board"":""via""}","","Resolved by direct GREENHOUSE slug probe (""via""); no search API used.","","validated-name"
"VisionLab","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""visionlab""}","","Resolved by direct SMARTRECRUITERS slug probe (""visionlab""); no search API used.","","validated-name"
"Vitamin A","vitamin.teamtailor.com","teamtailor","{""origin"":""https://vitamin.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""vitamin""); no search API used.","","validated-name"
"Vivobarefoot","vivobarefoot.teamtailor.com","teamtailor","{""origin"":""https://vivobarefoot.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""vivobarefoot""); no search API used.","","validated-name"
"Vlisco","vlisco.teamtailor.com","teamtailor","{""origin"":""https://vlisco.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""vlisco""); no search API used.","","validated-name"
"Wehkamp","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""wehkamp""}","","Resolved by direct SMARTRECRUITERS slug probe (""wehkamp""); no search API used.","","validated-name"
"White Stuff","whitestuff.teamtailor.com","teamtailor","{""origin"":""https://whitestuff.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""whitestuff""); no search API used.","","validated-name"
"Kiko Milano","kikomilano.recruitee.com","recruitee","{""subdomain"":""kikomilano""}","","Resolved by direct RECRUITEE slug probe (""kikomilano""); no search API used.","","validated-name"
"Wing","boards.greenhouse.io","greenhouse","{""board"":""wing""}","","Resolved by direct GREENHOUSE slug probe (""wing""); no search API used.","","validated-name"
"Wolf Lingerie","www.welcometothejungle.com","wttj","{""slug"":""wolf-lingerie""}","","Resolved by direct WTTJ slug probe (""wolf-lingerie""); no search API used.","","validated-name"
"Wunderkind","boards.greenhouse.io","greenhouse","{""board"":""wunderkind""}","","Resolved by direct GREENHOUSE slug probe (""wunderkind""); no search API used.","","validated-name"
"Yema","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""yema""}","","Resolved by direct SMARTRECRUITERS slug probe (""yema""); no search API used.","","validated-name"
"YES","boards.greenhouse.io","greenhouse","{""board"":""yes""}","","Resolved by direct GREENHOUSE slug probe (""yes""); no search API used.","","validated-name"
"LERROS","lerros.jobs.personio.de","personio","{""subdomain"":""lerros"",""host"":""lerros.jobs.personio.de""}","","Resolved by direct PERSONIO slug probe (""lerros""); no search API used.","","validated-name"
"LOFT","loft.teamtailor.com","teamtailor","{""origin"":""https://loft.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""loft""); no search API used.","","validated-name"
"Magasin du Nord","magasin.teamtailor.com","teamtailor","{""origin"":""https://magasin.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""magasin""); no search API used.","","validated-name"
"Mateo","mateo.jobs.personio.de","personio","{""subdomain"":""mateo"",""host"":""mateo.jobs.personio.de""}","","Resolved by direct PERSONIO slug probe (""mateo""); no search API used.","","validated-name"
"Max Mara Fashion Group","jobs.smartrecruiters.com","smartrecruiters-whitelabel","{""company"":""maxmarafashiongroup""}","","Resolved by direct SMARTRECRUITERS slug probe (""maxmarafashiongroup""); no search API used.","","validated-name"
"Minimalist","minimalist.recruitee.com","recruitee","{""subdomain"":""minimalist""}","","Resolved by direct RECRUITEE slug probe (""minimalist""); no search API used.","","validated-domain"
"Monsieur Tshirt","monsieurtshirt.teamtailor.com","teamtailor","{""origin"":""https://monsieurtshirt.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""monsieurtshirt""); no search API used.","","validated-name"
"NA-KD","na-kd.teamtailor.com","teamtailor","{""origin"":""https://na-kd.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""na-kd""); no search API used.","","validated-name"
"Nimble","nimble.recruitee.com","recruitee","{""subdomain"":""nimble""}","","Resolved by direct RECRUITEE slug probe (""nimble""); no search API used.","","validated-domain"
"OBI OBI","obi.recruitee.com","recruitee","{""subdomain"":""obi""}","","Resolved by direct RECRUITEE slug probe (""obi""); no search API used.","","validated-name"
"Peak Performance","peakperformance.teamtailor.com","teamtailor","{""origin"":""https://peakperformance.teamtailor.com""}","","Resolved by direct TEAMTAILOR slug probe (""peakperformance""); no search API used.","","validated-name"
"Pegador","pegador.jobs.personio.de","personio","{""subdomain"":""pegador"",""host"":""pegador.jobs.personio.de""}","","Resolved by direct PERSONIO slug probe (""pegador""); no search API used.","","validated-name"
"Piña","pina.jobs.personio.de","personio","{""subdomain"":""pina"",""host"":""pina.jobs.personio.de""}","","Resolved by direct PERSONIO slug probe (""pina""); no search API used.","","validated-name"
"Plume Impression","boards.greenhouse.io","greenhouse","{""board"":""plume""}","","Resolved by direct GREENHOUSE slug probe (""plume""); no search API used.","","validated-domain"
"Columbia Sportswear","","wttj","{""slug"":""columbia""}","","arbitrated: board ""Columbia Sportswear Company"" — nom quasi exact","","validated-arbitrated"
"Cotton On","","smartrecruiters-whitelabel","{""company"":""cottonon""}","","arbitrated: board ""Cotton On"" — nom exact ; titres retail flagship","","validated-arbitrated"
"Dim","","greenhouse","{""board"":""dim""}","","arbitrated: board ""DIM"", titres FR retail (adjoint magasin) — la marque de lingerie","","validated-arbitrated"
"Siebel Juweliers","","recruitee","{""subdomain"":""siebel""}","","arbitrated: titres NL bijouterie (verkoopmedewerker) + domaine werken-bijsiebel","","validated-arbitrated"
"Jako","jako.jobs.personio.de","personio","{""subdomain"":""jako"",""host"":""jako.jobs.personio.de""}","","arbitrated: board ""JAKO AG"" — l equipementier sportif ; JAKO-O est une autre societe","","validated-arbitrated"
"YAYA","","recruitee","{""subdomain"":""yaya""}","","arbitrated: titres YAYA mode (visual merchandiser), meme marque sous 2 casses","","validated-arbitrated"
"Lindex","lindex.teamtailor.com","teamtailor","{""origin"":""https://lindex.teamtailor.com""}","","arbitrated: board ""Lindex"" — nom exact","","validated-arbitrated"
"Multiópticas","multiopticas.teamtailor.com","teamtailor","{""origin"":""https://multiopticas.teamtailor.com""}","","arbitrated: board ""Multiópticas"" — nom exact (variante accent)","","validated-arbitrated"
